state,City,S&E,S&E-related,STEM Middle-skill
OR,Bay Area,1,1,0
OR,Beaverton,163,38,18
OR,Bend,16,63,11
OR,Boardman,10,0,7
OR,Bonneville,1,0,2
OR,Bonneville Lock,0,0,1
OR,Brookings,0,6,0
OR,Brownsville,0,1,0
OR,CANBY,0,1,0
OR,CENTRAL POINT,0,0,1
OR,CLACKAMAS,0,0,1
OR,CLATSKANIE,0,0,1
OR,COOS BAY,0,0,2
OR,CORVALLIS,10,18,1
OR,Canby,0,2,3
OR,Cannon Beach,0,0,1
OR,Canyonville,0,1,0
OR,Central Oregon,0,0,1
OR,Central Point,3,3,5
OR,Chandler,0,0,1
OR,Clackamas,8,67,13
OR,Clackamas County,0,0,1
OR,Cloverdale,0,0,1
OR,Coburg,0,0,1
OR,Coos Bay,3,4,3
OR,Coquille,0,2,0
OR,Corvallis,62,38,4
OR,Cottage Grove,0,2,1
OR,Curry County,1,0,0
OR,DRAIN,0,0,1
OR,Dallas,0,4,0
OR,Donald,0,0,1
OR,Durham,0,1,0
OR,EUGENE,3,1,4
OR,Eagle Point,0,1,0
OR,Eugene,32,66,37
OR,FLORENCE,0,1,0
OR,FOREST GROVE,0,0,4
OR,Fairview,0,1,0
OR,Florence,0,5,1
OR,Forest Grove,0,1,2
OR,GRANTS PASS,0,2,2
OR,Gearhart,1,0,1
OR,Grants Pass,2,10,2
OR,Gresham,2,8,4
OR,HAPPY VALLEY,0,0,1
OR,HERMISTON,1,0,5
OR,HILLSBORO,37,9,12
OR,Happy Valley,0,2,0
OR,Harbor,0,1,0
OR,Harrisburg,0,1,1
OR,Hermiston,2,6,2
OR,Hillsboro,323,86,29
OR,Hillsboro/Chandler,1,0,0
OR,Hines,1,1,0
OR,Hood River,7,3,0
OR,ISLAND CITY,0,1,0
OR,Island City,0,0,1
OR,JUNCTION CITY,0,0,1
OR,Junction City,1,3,0
OR,KLAMATH FALLS,0,1,3
OR,Keizer,0,2,0
OR,Kingsley Field,0,0,8
OR,Klamath,0,1,0
OR,Klamath Falls,5,8,3
OR,LA GRANDE,0,3,0
OR,LAKE OSWEGO,3,0,0
OR,LAKEVIEW,0,2,0
OR,LEBANON,0,0,2
OR,LINCOLN CITY,0,0,1
OR,La Grande,2,10,0
OR,La Pine,0,0,1
OR,Lake Oswego,13,7,1
OR,Lebanon,1,10,4
OR,Lincoln City,0,7,0
OR,MADRAS,0,4,0
OR,MCMINNVILLE,2,0,0
OR,MEDFORD,3,13,2
OR,MILWAUKIE,2,0,2
OR,MONMOUTH,0,1,0
OR,Madras,1,3,0
OR,Maywood Park,0,1,0
OR,McMinnville,1,12,4
OR,Mcminnville,0,0,1
OR,Medford,5,64,8
OR,Milwaukee,0,0,1
OR,Milwaukie,4,16,10
OR,Mount Angel,0,3,0
OR,NEWBERG,0,0,1
OR,NEWPORT,1,7,1
OR,NORTH BEND,0,2,0
OR,Newberg,0,9,2
OR,Newburg,0,1,0
OR,Newport,0,10,0
OR,North,0,1,0
OR,North Bend,0,3,0
OR,North Portland,0,0,4
OR,Now recruiting in Portland,1,0,0
OR,ONTARIO,0,2,0
OR,OR,1,0,0
OR,OREGON CITY,0,0,2
OR,Ontario,0,10,1
OR,Oregon City,0,20,0
OR,OregonCity,0,1,1
OR,PENDLETON,3,5,2
OR,PHILOMATH,0,0,1
OR,PORTLAND,42,17,53
OR,Pendleton,1,7,1
OR,Philomath,0,0,1
OR,Phoenix,0,1,0
OR,Portland,503,315,131
OR,Prineville,2,12,2
OR,REDMOND,1,1,2
OR,REMOTE,0,1,0
OR,ROSEBURG,1,17,0
OR,Redmond,0,5,4
OR,Remote,3,0,0
OR,Roseburg,2,10,1
OR,Rufus,0,0,1
OR,SALEM,1,1,10
OR,SANDY,0,0,3
OR,SPRINGFIELD,0,0,5
OR,STATE,0,4,0
OR,STAYTON,0,0,1
OR,Saint Helens,0,1,0
OR,Salem,34,46,20
OR,Salem Woodburn,3,0,0
OR,Sandy,0,2,0
OR,Seaside,0,14,4
OR,Sheridan,0,0,3
OR,Sherwood,0,1,0
OR,Silverton,0,0,1
OR,Simnasho,1,0,0
OR,Springfield,7,63,5
OR,St. Helens,0,4,0
OR,Stayton,0,1,0
OR,Sweet Home,0,0,1
OR,THE DALLES,0,0,1
OR,TIGARD,5,2,6
OR,TILLAMOOK,0,1,2
OR,TROUTDALE,0,0,2
OR,TUALATIN,1,0,5
OR,Talent,0,0,3
OR,Tangent,0,0,2
OR,Terrebonne,0,0,1
OR,The Dalles,6,14,0
OR,Tigard,1,13,11
OR,Tillamook,1,1,6
OR,Timberline,0,0,1
OR,Troutdale,0,1,1
OR,Tualatin,5,9,9
OR,Umatilla,4,0,0
OR,Vale,1,1,0
OR,WILSONVILLE,5,0,2
OR,WIlsonville,0,1,0
OR,WOOD VILLAGE,0,0,2
OR,WOODBURN,0,0,2
OR,Waldport,0,0,1
OR,Warm Springs,0,1,0
OR,Warrenton,1,2,0
OR,West Linn,0,1,0
OR,Wheeler,0,2,0
OR,White City,1,5,1
OR,Wilsonville,14,18,14
OR,Wood Village,0,1,0
OR,Woodburn,0,1,3
OR,albany,1,0,0
OR,medford,0,3,0
OR,portland,4,0,0
PA,", Canonsburg",0,1,0
PA,1067 Pittsburgh,0,1,0
PA,1201 Market St,1,0,1
PA,300 Corporate Center Drive,1,0,0
PA,ABINGTON,0,0,1
PA,ALIQUIPPA,0,2,0
PA,ALLENTOWN,4,4,10
PA,ALLISON PARK,0,0,1
PA,ALTOONA,4,75,7
PA,AMBRIDGE,0,1,2
PA,ARDMORE,1,0,0
PA,ASTON,0,1,0
PA,Abbotstown,0,1,0
PA,Abington,0,0,1
PA,Adams County,0,1,0
PA,Adamsburg,0,1,0
PA,Akron,0,1,0
PA,Alburtis,0,3,1
PA,Alcoa Center,4,2,0
PA,Aliquippa,1,4,0
PA,Allegheny,0,0,1
PA,Allentown,105,271,81
PA,Allison Park,1,3,0
PA,Altoona,7,122,18
PA,Ambler,0,10,0
PA,Ambridge,2,1,2
PA,Annville,0,1,1
PA,Apollo,0,1,0
PA,Archbald,6,1,2
PA,Arnold,0,1,0
PA,Ashland,0,1,1
PA,Ashley,0,1,0
PA,Aspers,0,0,1
PA,Aston,1,3,3
PA,Audubon,3,3,0
PA,Austin,1,0,0
PA,Avondale,0,1,2
PA,BADEN,0,1,0
PA,BALA CYNWYD,0,0,1
PA,BEAVER,0,2,0
PA,BEAVER FALLS,2,1,0
PA,BEDFORD,0,1,3
PA,BELLE VERNON,1,0,0
PA,BELLEFONTE,1,1,1
PA,BENSALEM,2,0,4
PA,BERWICK,0,1,3
PA,BERWYN,7,0,1
PA,BETHEL PARK,0,3,0
PA,BETHLEHEM,7,10,62
PA,BLAIRSVILLE,0,1,0
PA,BLOOMSBURG,3,0,1
PA,BLUE BELL,13,5,0
PA,BRADFORD,0,1,0
PA,BRIDGEVILLE,1,2,1
PA,BRISTOL,2,0,1
PA,BRODHEADSVILLE,0,0,1
PA,BROOKVILLE,1,1,0
PA,BROOMALL,0,0,2
PA,BRYN MAWR,0,4,0
PA,BURNHAM,2,0,1
PA,BUTLER,0,3,1
PA,Back Mountain,0,1,0
PA,Baden,2,1,0
PA,Bainbridge,0,1,0
PA,Bala,0,0,7
PA,Bala Cynwyd,48,16,3
PA,BalaCynwyd,2,0,0
PA,Baldwin,0,1,0
PA,Bangor,0,3,3
PA,Bartonsville,0,4,1
PA,Bath,0,2,1
PA,Beaver,0,7,0
PA,Beaver Falls,0,4,1
PA,Beaver Springs,0,1,0
PA,Beavertown,0,0,1
PA,Bedford,1,0,2
PA,Belle Vernon,0,2,1
PA,Bellefonte,2,3,4
PA,Belleville,0,1,0
PA,Bellevue,0,1,0
PA,Bensalem,3,6,4
PA,Bentleyville,0,4,0
PA,Benton,0,2,0
PA,Berks County,0,1,0
PA,Berlin,0,2,0
PA,Berwick,16,20,6
PA,Berwyn,14,19,2
PA,Bethel Park,0,12,4
PA,Bethlehem,8,59,37
PA,Biglerville,0,0,1
PA,Birdsboro,1,0,4
PA,Black Lick Township,0,0,1
PA,Blairsville,2,2,5
PA,Blakeslee,0,1,0
PA,Blawnox,1,0,0
PA,Bloomsburg,3,4,7
PA,Blue Bell,49,71,4
PA,Boalsburg,0,1,0
PA,Boiling Springs,0,0,1
PA,Boothwyn,0,2,0
PA,Boswell,0,0,2
PA,Boyers,2,0,1
PA,Boyertown,0,1,0
PA,Brackenridge,2,0,3
PA,Braddock,1,1,0
PA,Bradford,2,1,1
PA,Breinigsville,10,3,18
PA,Bridgeville,7,3,21
PA,Brier Hill,0,0,1
PA,Bristol,5,2,20
PA,Bristol / Philadelphia,1,0,0
PA,Brockway,1,0,1
PA,Brookville,1,10,1
PA,Broomall,0,10,1
PA,Brownsville,0,1,0
PA,Bryn Mawr,0,0,2
PA,Bulter,0,0,1
PA,Bushkill,0,0,3
PA,Butler,3,33,8
PA,CAMP HILL,10,5,4
PA,CANONSBURG,8,5,0
PA,CARLISLE,0,3,3
PA,CARNEGIE,0,3,0
PA,CENTER VALLEY,0,1,1
PA,CHAMBERSBURG,1,0,7
PA,CHARLEROI,1,0,1
PA,CHEST SPRINGS,1,0,0
PA,CHESTER SPRINGS,0,0,1
PA,CHESTERBROOK,15,3,0
PA,CHESWICK,0,1,0
PA,CLARKS SUMMIT,1,16,0
PA,CLEARFIELD,1,1,0
PA,CLINTON,1,0,0
PA,COLLEGEVILLE,8,0,0
PA,CONNELLSVILLE,0,4,0
PA,CONSHOHOCKEN,4,0,1
PA,CORAOPOLIS,3,4,2
PA,CORNWELL HGT,0,0,1
PA,CORRY,0,0,1
PA,COUDERSPORT,0,1,1
PA,CRANBERRY,0,1,0
PA,CRANBERRY TOWNSHIP,2,21,1
PA,CRANBERRY TWP,3,1,1
PA,CRESSONA,0,0,1
PA,Cabot,2,0,0
PA,California,2,1,1
PA,Camp,1,1,0
PA,Camp Hill,46,23,4
PA,Campbelltown,0,1,0
PA,Canonsburg,37,31,10
PA,Canton,1,0,2
PA,Carbondale,2,3,2
PA,Carlisle,6,31,35
PA,Carlisle Barracks,2,0,0
PA,Carnegie,1,2,1
PA,Catawissa,0,1,0
PA,Center Valley,12,2,0
PA,Centre Hall,0,1,0
PA,Chadds Ford,0,2,0
PA,Chalfant,0,1,0
PA,Chalfont,2,0,0
PA,Chambersburg,5,32,8
PA,Charleroi,2,2,3
PA,Chatham,0,1,0
PA,Chester,1,18,2
PA,Chester Springs,0,0,1
PA,Chesterbrook,26,4,0
PA,Cheswick,7,2,1
PA,Childs,0,1,0
PA,Clairton,0,4,0
PA,Clarence,0,0,1
PA,Clarion,0,0,1
PA,Clarks Summit,12,10,1
PA,Clearfield,1,4,2
PA,Clermont,0,0,1
PA,Clinton,1,0,1
PA,Clymer,0,1,0
PA,Coal Center,0,1,0
PA,Coal Township,0,0,2
PA,Coaldale,0,5,0
PA,Coatesville,1,21,3
PA,Collegeville,78,26,14
PA,Colmar,1,4,1
PA,Columbia,0,1,4
PA,Colver,0,2,0
PA,Conneautville,0,3,0
PA,Connellsville,0,0,4
PA,Conshohocken,45,21,5
PA,Conway,0,0,2
PA,Coolspring,0,0,1
PA,Coopersburg,2,2,0
PA,Coraopolis,16,17,8
PA,Cornwall,0,1,0
PA,Cornwell Hgt,0,0,1
PA,Corry,0,1,2
PA,Covington,0,0,2
PA,Crafton,0,1,0
PA,Cranberry,16,3,0
PA,Cranberry TWP,1,0,0
PA,Cranberry Township,41,24,9
PA,Cranberry Twp,1,2,0
PA,Cranebrry Township,1,0,0
PA,Cresco,4,1,6
PA,Croydon,0,1,2
PA,Crum Lynne,0,0,1
PA,Cuddy,0,1,1
PA,Curwensville,0,3,0
PA,DANBORO,1,0,0
PA,DANVILLE,0,6,0
PA,DELTA,1,0,0
PA,DERRY,1,0,0
PA,DOWNINGTOWN,0,0,1
PA,DOYLESTOWN,1,0,0
PA,DRESHER,1,0,0
PA,DRUMS,2,0,0
PA,DU BOIS,0,10,0
PA,DUBOIS,0,0,1
PA,DUQUESNE,0,0,1
PA,DURYEA,0,0,1
PA,Dallas,6,2,1
PA,Danville,0,8,2
PA,Delmont,0,1,0
PA,Delta,2,0,3
PA,Denver,1,4,6
PA,Deptford,0,2,0
PA,Devon,0,3,1
PA,Dickson City,1,0,2
PA,Dillsburg,0,1,1
PA,Dimock,0,1,0
PA,Donegal,0,1,0
PA,Donora,0,1,0
PA,Dormont,0,2,0
PA,Douglassville,5,1,0
PA,Dover,0,1,0
PA,Downingtown,2,5,11
PA,Doylestown,8,11,3
PA,Dresher,2,4,1
PA,Drums,0,5,0
PA,Du Bois,0,2,2
PA,DuBois,1,12,3
PA,Dubois,2,0,0
PA,Duncannon,0,1,0
PA,Duncansville,0,1,0
PA,Dunmore,2,1,0
PA,Dupont,0,1,0
PA,Duryea,0,0,2
PA,E NORRITON,0,0,1
PA,E Norriton,0,0,1
PA,E PITTSBURGH,0,0,1
PA,E STROUDSBURG,0,0,2
PA,EAST GREENVILLE,0,0,2
PA,EAST STROUDSBURG,0,2,0
PA,EASTON,3,0,1
PA,ELIZABETHTOWN,2,1,0
PA,ELKINS PARK,1,0,0
PA,ELLWOOD CITY,1,0,1
PA,EMIGSVILLE,1,0,0
PA,EMLENTON,0,1,0
PA,EMPORIUM,1,0,1
PA,ENOLA,1,0,0
PA,EPHRATA,0,4,0
PA,ERIE,4,52,7
PA,EVANS CITY,0,0,1
PA,EVERETT,0,9,0
PA,EXTON,5,1,2
PA,Eagleville,0,1,4
PA,East Greenville,2,1,0
PA,East Norriton,1,48,1
PA,East Petersburg,5,1,0
PA,East Pittsburgh,0,0,1
PA,East Stroudburg,0,2,0
PA,East Stroudsburg,2,13,0
PA,East Whiteland Township,0,0,1
PA,Easton,6,36,11
PA,Eatonville,0,1,0
PA,Ebensburg,0,5,1
PA,Eddystone,2,1,0
PA,Edwardsville,0,1,0
PA,Effort,0,4,0
PA,Eighty Four,1,1,2
PA,Eigthy Four,0,1,0
PA,Elizabeth,0,1,1
PA,Elizabethtown,1,3,6
PA,Elkins Park,0,7,0
PA,Ellsworth,0,1,0
PA,Ellwood City,0,2,1
PA,Elysburg,0,0,1
PA,Emigsville,1,0,1
PA,Emlenton,0,1,0
PA,Emmaus,0,0,1
PA,Emporium,0,0,2
PA,Enola,0,0,1
PA,Ephrata,4,3,0
PA,Erie,50,99,49
PA,Erie; Fort Worth,0,1,0
PA,Essington,1,1,3
PA,Etters,11,0,0
PA,Evans Falls,0,1,0
PA,Evansville,1,0,0
PA,Everett,0,12,0
PA,Exeter,6,1,1
PA,Export,3,3,4
PA,Exton,36,18,3
PA,FAIRLESS HILLS,1,1,1
PA,FARRELL,0,4,0
PA,FEASTERVILLE,0,1,1
PA,FEASTERVILLE TREVOSE,1,0,0
PA,FINLEYVILLE,0,0,1
PA,FLEETWOOD,1,0,0
PA,FOLSOM,0,0,1
PA,FORT WASHINGTON,2,2,0
PA,FRANKLIN,0,6,0
PA,FREEDOM,1,0,0
PA,Fairfield,0,1,0
PA,Fairless,0,0,1
PA,Fairless Hlls,0,1,0
PA,Fairmount City,3,0,0
PA,Fairview,0,2,3
PA,Falls Creek,0,0,1
PA,Fallsington,0,0,1
PA,Farmington,0,0,6
PA,Farrell,0,4,0
PA,Feasterville,0,1,1
PA,Feasterville Trevose,0,0,1
PA,Findlay Township,1,0,1
PA,Finleyville,0,1,0
PA,Fleetville,0,1,0
PA,Fleetwood,1,0,0
PA,Flourtown,0,4,0
PA,Fogelsville,0,3,0
PA,Folcroft,0,0,10
PA,Fombell,0,0,1
PA,Fort Washington,17,7,3
PA,Fort Worth; Erie,1,0,0
PA,Forty Fort,0,3,2
PA,Fountain Hill,0,1,0
PA,Fox Chapel,0,0,2
PA,Franklin,1,5,3
PA,Frazer,5,3,0
PA,Fredericksburg,1,1,0
PA,Freeport,4,1,1
PA,Ft Washington,1,1,0
PA,GETTYSBURG,1,4,3
PA,GIBSONIA,0,1,0
PA,GILBERTSVILLE,1,0,0
PA,GLEN MILLS,0,0,2
PA,GRANTVILLE,1,0,0
PA,GREENCASTLE,0,1,4
PA,GREENSBURG,4,7,2
PA,GREENVILLE,0,7,0
PA,GROVE CITY,0,2,0
PA,Gaines,0,0,1
PA,Garnet Valley,0,6,0
PA,Gettysburg,1,17,2
PA,Gibsonia,0,1,1
PA,Gilbert,0,1,0
PA,Gilbertsville,0,0,3
PA,Girard,0,0,1
PA,Gladwyne,0,3,0
PA,Glen Mills,4,8,0
PA,Glen Rock,1,0,0
PA,Glenside,3,6,0
PA,Gordon,0,0,3
PA,Gouldsboro,0,1,6
PA,Gowen City,0,0,1
PA,Grantville,0,2,0
PA,Graysville,0,1,0
PA,Great Bend,0,0,1
PA,Greater,0,1,0
PA,Greencastle,0,1,4
PA,Greensburg,4,17,8
PA,Greenville,0,9,3
PA,Gregg Township,0,0,2
PA,Grove City,1,0,2
PA,Gwynedd,0,3,0
PA,HAMBURG,0,1,0
PA,HANOVER,0,2,2
PA,HANOVER TOWNSHIP,0,0,1
PA,HARRISBURG,11,4,11
PA,HATFIELD,2,0,3
PA,HAZELTON,0,0,1
PA,HAZLE TOWNSHIP,2,0,5
PA,HAZLETON,0,0,3
PA,HAZLETON CONTAINER,0,0,1
PA,HERMITAGE,0,8,0
PA,HERSHEY,6,90,0
PA,HOMESTEAD,2,0,0
PA,HORSHAM,25,14,1
PA,HUNTINGDON,0,1,0
PA,HUNTINGDON VALLEY,2,1,0
PA,Hamburg,0,4,2
PA,Hanover,4,19,21
PA,Hanover Township,0,2,1
PA,Harborcreek,0,0,1
PA,Harleysville,12,0,3
PA,Harmony,0,2,4
PA,Harmony and Mars,0,0,1
PA,Harrisburg,158,115,63
PA,Harsham,1,0,0
PA,Hastings,0,3,0
PA,Hatboro,0,10,0
PA,Hatfield,1,5,27
PA,Haverford,2,4,1
PA,Havertown,0,3,0
PA,Hawley,0,1,1
PA,Hazle Township,0,1,6
PA,Hazleton,5,4,23
PA,Hegins,0,0,1
PA,Henryville,0,0,2
PA,Herminie,0,1,0
PA,Hermitage,4,8,1
PA,Herndon,6,1,0
PA,Hershey,12,2,9
PA,Highspire,0,1,0
PA,Hollidaysburg,0,0,1
PA,Hollsopple,1,0,0
PA,Home,0,0,1
PA,Homer City,0,0,1
PA,Homestead,0,0,1
PA,Hopwood,0,0,1
PA,Horsham,67,10,8
PA,"Horsham,",1,0,0
PA,Houston,0,2,1
PA,Howard,0,0,1
PA,Hughesville,2,1,0
PA,Hummelstown,0,8,2
PA,Hunker,0,2,0
PA,Hunlock Creek,0,2,0
PA,Huntingdon,0,4,0
PA,Huntingdon Valley,0,4,1
PA,Huntington Mills,0,0,1
PA,Hyde,0,0,1
PA,INDIANA,0,2,1
PA,INDIANOLA,0,0,5
PA,IRWIN,1,0,1
PA,Imperial,0,0,1
PA,Indiana,2,8,4
PA,Indianola,5,0,2
PA,Indiantown Gap,0,4,17
PA,Irvine,0,0,4
PA,Irwin,0,3,6
PA,JEANNETTE,0,1,1
PA,JOHNSTOWN,1,8,6
PA,Jackson Center,2,0,0
PA,Jamison,0,3,0
PA,Jeannette,1,2,6
PA,Jefferson Hills,0,2,0
PA,Jenkintown,1,2,0
PA,Jennerstown,0,1,0
PA,Jermyn,0,0,1
PA,Jersey Shore,0,3,3
PA,Jessup,19,2,9
PA,Jim Thorpe,1,0,0
PA,Johnson City,1,2,0
PA,Johnsonburg,0,1,2
PA,Johnstown,8,21,6
PA,Jonestown,0,1,2
PA,"Jonestown,",0,0,1
PA,KANE,0,1,0
PA,KENNETT SQUARE,1,0,1
PA,KERSEY,0,0,1
PA,KING OF PRUSSIA,25,3,3
PA,KINGSTON,0,0,1
PA,KITTANNING,1,2,3
PA,KREAMER,0,0,2
PA,KUTZTOWN,0,0,1
PA,Kane,2,3,2
PA,Kennett Square,6,7,0
PA,King Of Prussia,33,2,5
PA,King of Prussia,130,54,24
PA,Kingston,0,15,2
PA,Kittanning,0,9,3
PA,Kutztown,0,3,12
PA,LANCASTER,7,2,4
PA,LANGHORNE,0,1,1
PA,LANSDALE,0,0,2
PA,LATROBE,0,0,2
PA,LEBANON,0,1,7
PA,LEETSDALE,0,0,1
PA,LEMONT FURNACE,0,4,0
PA,LEOLA,0,0,2
PA,LEVITTOWN,0,0,1
PA,LEWISBURG,0,1,2
PA,LEWISTOWN,0,0,1
PA,LOWER NAZARETH,0,0,1
PA,La Plume,0,0,2
PA,Lake Ariel,0,1,0
PA,Lake City,0,0,3
PA,Lampeter,0,1,1
PA,Lancaster,63,143,34
PA,Landisville,0,1,2
PA,Langhorne,8,9,3
PA,Lansdale,23,23,17
PA,Lansdowne,0,1,0
PA,Latrobe,2,5,5
PA,Laureldale,0,3,0
PA,Lawn,0,1,0
PA,Lawncrest,0,2,0
PA,Lawrence,5,1,3
PA,Lawrenceville,0,0,1
PA,Lebanon,0,22,9
PA,Leechburg,2,1,1
PA,Leesport,0,7,0
PA,Leetsdale,0,0,3
PA,Lehigh Valley,1,4,2
PA,Lehighton,0,2,1
PA,Lemont Furnace,3,4,2
PA,Lemoyne,37,6,10
PA,Lenola,1,2,2
PA,Leola,0,1,2
PA,Levittown,1,0,3
PA,Lewisberry,0,0,3
PA,Lewisburg,0,4,1
PA,Lewistown,0,16,9
PA,Ligonier,0,1,0
PA,Lima,0,1,0
PA,Limerick,1,1,1
PA,Lincoln,0,1,0
PA,Lincoln University,0,0,1
PA,Lionville,1,1,0
PA,Lititz,2,11,3
PA,Littlestown,0,9,1
PA,Liverpool,0,0,1
PA,Lock Haven,1,6,1
PA,Lords Valley,0,0,1
PA,Lower Burrell,0,1,1
PA,Lower Nazareth,0,0,1
PA,Ludlow,0,0,1
PA,Luzerne,0,1,1
PA,Lyndora,0,1,0
PA,MALVERN,16,5,4
PA,MANHEIM,0,0,1
PA,MANSFIELD,0,0,1
PA,MARIETTA,2,0,0
PA,MARS,0,1,1
PA,MC Elhattan,0,0,1
PA,MC KEES ROCKS,0,0,1
PA,MCCONNELLSBURG,0,2,0
PA,MCKEESPORT,0,1,0
PA,MCMURRAY,0,3,0
PA,MEADVILLE,1,0,0
PA,MECHANICSBURG,8,0,4
PA,MEDIA,1,0,0
PA,MIDDLETOWN,17,3,4
PA,MILL HALL,2,0,1
PA,MILLERSBURG,0,0,3
PA,MONACA,0,1,0
PA,MONESSEN,0,1,0
PA,MONROEVILLE,2,21,1
PA,MONTGOMERY,0,0,1
PA,MONTGOMERYVILLE,0,0,2
PA,MOON TWP,0,1,0
PA,MOOSIC,0,1,0
PA,MORRISVILLE,0,0,5
PA,MOUNT HOLLY SPRINGS,1,0,0
PA,MOUNT JOY,0,0,1
PA,MOUNTAIN TOP,0,0,1
PA,MUNCY,0,0,2
PA,Macungie,3,17,1
PA,Madison,1,0,0
PA,Mahanoy City,0,1,1
PA,Malvern,156,32,9
PA,Manayunk,0,1,0
PA,Manchester,0,0,1
PA,Manheim,1,3,6
PA,Manor,0,2,0
PA,Mansfield,0,0,1
PA,Marcus Hook,2,0,1
PA,Marietta,7,3,1
PA,Mars,1,7,1
PA,Martins Creek,0,1,0
PA,Martinsburg,0,0,1
PA,Masontown,0,5,1
PA,Matamoras,0,1,0
PA,Mc Knight,0,1,0
PA,McConnellsburg,4,2,0
PA,McDonald,1,0,0
PA,McElhattan,0,1,2
PA,McKees Rocks,0,1,1
PA,McKeesport,1,15,0
PA,McMurray,0,2,3
PA,Mcalisterville,0,0,2
PA,Mcclure,0,0,2
PA,Mcelhattan,0,0,1
PA,Mckees,0,1,0
PA,Mckees Rocks,0,1,2
PA,Mckeesport,0,16,1
PA,Mcsherrystown,0,0,1
PA,Mcveytown,0,2,0
PA,Meadville,3,4,7
PA,Mechanicsburg,61,25,16
PA,Media,2,12,2
PA,Melrose,0,1,0
PA,Mercer,0,1,0
PA,Merion,3,0,0
PA,Meyersdale,0,2,0
PA,Middle Creek,0,0,1
PA,Middletown,5,12,17
PA,Midland,3,0,1
PA,Mifflinburg,0,2,0
PA,Mildred,0,0,1
PA,Milesburg,0,0,3
PA,Milford,0,0,1
PA,Mill City,0,1,0
PA,Mill Hall,1,1,1
PA,Millersburg,0,2,0
PA,Millersville,0,1,0
PA,Millmont,0,1,0
PA,Millville,0,0,1
PA,Milroy,0,0,1
PA,Milton,1,0,2
PA,Minersville,0,0,2
PA,Monaca,1,2,7
PA,Monongahela,0,11,0
PA,Monroeton,0,0,1
PA,Monroeville,17,77,2
PA,"Monroeville, PA",1,0,0
PA,Mont Alto,0,1,0
PA,Montgomery,0,3,1
PA,Montgomeryville,1,2,1
PA,Montoursville,2,0,3
PA,Montrose,0,2,1
PA,Moon Township,40,10,6
PA,Moon township,2,3,0
PA,Moosic,0,2,0
PA,Morgantown,4,0,5
PA,Morrisdale,2,0,0
PA,Morrisville,1,1,2
PA,Morton,0,2,0
PA,Moscow,0,5,0
PA,Mount Carmel,0,5,0
PA,Mount Gretna,0,1,0
PA,Mount Holly Springs,0,0,1
PA,Mount Joy,0,3,0
PA,Mount Oliver,0,1,0
PA,Mount Pleasant,0,4,7
PA,Mount Pocono,1,0,0
PA,Mountain Top,2,1,2
PA,Mountainhome,0,0,1
PA,Mountville,0,2,0
PA,Mt Pleasant,2,0,0
PA,Mt Pocono,0,0,1
PA,Mt Wolf,1,0,0
PA,Mt. Joy,0,1,2
PA,Mt. Lebanon,0,1,0
PA,Mt. Pocono,1,0,0
PA,Mt. Washington,0,1,0
PA,Mt. Wolf,0,0,3
PA,Muncy,0,4,1
PA,Munhall,0,3,0
PA,Murraysville,1,0,0
PA,Murrysville,0,2,2
PA,Myerstown,3,6,3
PA,N WALES,0,0,1
PA,N Wales,0,0,1
PA,NE Philadelphia,1,0,0
PA,NEW CASTLE,4,2,3
PA,NEW COLUMBIA,0,2,2
PA,NEW FREEDOM,0,0,1
PA,NEW HOLLAND,0,0,2
PA,NEW KENSINGTON,0,3,0
PA,NEW OXFORD,0,0,1
PA,NEW STANTON,0,0,1
PA,NEWTOWN,2,1,0
PA,NEWTOWN SQUARE,12,0,1
PA,NORRISTOWN,1,6,2
PA,NORTH VERSAILLES,1,1,1
PA,NORTH WALES,4,0,1
PA,NORTHUMBERLAND,0,0,1
PA,Nanticoke,0,1,0
PA,Narberth,0,2,0
PA,Natrona Heights,5,24,0
PA,Nazareth,1,4,1
PA,Neville Island,2,0,0
PA,New,0,1,0
PA,New Berlin,0,1,0
PA,New Bethlehem,0,1,0
PA,New Bloomfield,0,1,0
PA,New Brighton,0,2,0
PA,New Castle,1,5,6
PA,New Columbia,1,0,4
PA,New Cumberland,3,3,4
PA,New Enterprise,0,0,1
PA,New Galilee,0,0,1
PA,New Holland,3,0,9
PA,New Kensington,0,3,6
PA,New London Township,0,1,0
PA,New Milford,1,1,0
PA,New Oxford,1,0,3
PA,New Salem,0,1,0
PA,New Stanton,2,0,1
PA,New Wilmington,1,4,0
PA,Newmanstown,0,1,0
PA,Newport,0,1,0
PA,Newtown,11,3,0
PA,Newtown Square,23,5,2
PA,Norristown,15,15,11
PA,North East,2,0,2
PA,North Huntingdon,0,5,2
PA,North Versailles,0,0,1
PA,North Wales,11,19,2
PA,Northampton,0,0,1
PA,Northeast,0,2,0
PA,Northumberland,2,0,3
PA,OIL CITY,0,1,0
PA,OXFORD,0,1,1
PA,Oakdale,1,7,8
PA,Oakford,2,0,1
PA,Oakland,0,2,0
PA,Oakmont,0,1,0
PA,Oaks,23,0,0
PA,Oil City,0,2,2
PA,Olyphant,0,0,2
PA,Orangeville,0,1,2
PA,Orwigsburg,0,4,0
PA,Overbrook Hills,0,1,0
PA,Oxford,0,4,2
PA,PAOLI,0,2,0
PA,PARKESBURG,0,0,1
PA,PEACH BOTTOM,0,0,1
PA,PEACH GLEN,0,0,1
